transaction_id,customer_id,transaction_date,category,item,quantity,unit_price,discount,total_spent,payment_method,location,region,customer_segment,rating,returned
TXN-101818,CUST-3437,2022-12-18,Home & Kitchen,Air Fryer,2,100.9,0.17,167.49,Credit Card,In-Store,South,Regular,,0.0
TXN-100785,CUST-2270,2022-02-13,Sports & Outdoors,Water Bottle,3,24.94,0.19,60.6,Cash,In-Store,West,Premium,,0.0
TXN-104609,CUST-4842,2024-02-15,Books,Machine Learning Basics,5,37.32,0.01,184.73,Cash,Mobile App,South,VIP,3.5,0.0
TXN-107655,CUST-4341,2022-07-23,Clothing,Backpack,1,52.89,0.08,48.66,Credit Card,Online,South,Premium,2.1,0.0
TXN-104662,CUST-2371,2022-02-13,Electronics,Smartphone,5,768.08,0.01,3802.0,Debit Card,Mobile App,East,VIP,4.4,0.0
TXN-101164,CUST-2166,2024-07-17,Clothing,Dress Shirt,4,39.64,0.21,125.26,Cash,Mobile App,South,VIP,,0.0
TXN-107937,CUST-3484,2023-10-06,Books,Clean Code,5,27.67,0.26,102.38,Bank Transfer,In-Store,Central,New,3.4,1.0
TXN-101611,CUST-4087,2023-11-08,Beauty & Personal Care,Lip Balm Pack,4,13.4,0.09,48.78,Debit Card,Online,South,,3.8,0.0
TXN-104664,CUST-1744,2023-09-02,Toys & Games,Play-Doh Kit,3,22.93,0.25,51.59,Credit Card,In-Store,North,VIP,2.9,1.0
TXN-102037,CUST-1743,2022-08-13,Beauty & Personal Care,Body Lotion,2,19.24,0.3,26.94,PayPal,Mobile App,West,VIP,3.3,0.0
TXN-105665,CUST-1384,2024-05-26,Books,Deep Work,2,19.35,0.21,30.57,Credit Card,Mobile App,West,Regular,4.5,0.0
TXN-108287,CUST-2074,2024-04-24,Books,Machine Learning Basics,5,34.65,0.18,142.06,PayPal,In-Store,East,Regular,1.3,0.0
TXN-104318,CUST-3608,2024-09-29,Clothing,Sunglasses,8,34.15,0.0,273.2,Credit Card,In-Store,South,Premium,3.6,1.0
TXN-105892,CUST-1500,2023-05-12,Automotive,Car Vacuum,7,39.08,0.25,205.17,Bank Transfer,Mobile App,East,VIP,1.7,0.0
TXN-106795,CUST-1301,2024-01-19,Electronics,Smartphone,1,713.41,0.19,577.86,PayPal,Online,Central,Regular,3.8,0.0
TXN-106569,CUST-3623,2024-11-11,Electronics,Monitor,4,9086.61,0.27,822.56,Bank Transfer,Online,Central,Regular,2.1,0.0
TXN-105445,CUST-3991,2023-12-05,Home & Kitchen,Air Fryer,9,98.0,0.22,687.96,Bank Transfer,Mobile App,North,VIP,1.5,1.0
TXN-100899,CUST-1570,2022-05-02,Books,Data Structures,6,47.6,0.27,208.49,Cash,Mobile App,East,Regular,1.9,0.0
TXN-108441,CUST-3236,2022-01-02,Beauty & Personal Care,Lip Balm Pack,8,12.02,0.14,82.7,Credit Card,Online,Central,VIP,3.2,0.0
TXN-105900,CUST-4418,2024-06-23,Beauty & Personal Care,Hair Dryer,5,42.12,0.14,181.12,PayPal,Mobile App,South,Premium,2.6,1.0
TXN-107008,CUST-3857,2022-08-17,Beauty & Personal Care,Lip Balm Pack,7,14.2,0.13,86.48,PayPal,In-Store,Central,VIP,4.6,0.0
TXN-107036,CUST-2263,2023-02-21,Electronics,Bluetooth Speaker,4,86.25,0.2,276.0,Bank Transfer,Mobile App,Central,New,4.9,0.0
TXN-104557,CUST-2766,2023-10-05,Clothing,Sneakers,5,81.72,0.23,314.62,Debit Card,Online,Central,New,2.5,0.0
TXN-109605,CUST-4463,2022-04-13,Home & Kitchen,Blender,2,65.04,0.03,126.18,Cash,Mobile App,East,New,3.6,0.0
TXN-106216,CUST-3817,2024-02-05,Books,Atomic Habits,8,18.27,0.27,106.7,Bank Transfer,Online,Central,New,1.5,0.0
TXN-109213,CUST-2461,2024-08-13,Toys & Games,Nerf Blaster,4,24.89,0.24,75.67,Bank Transfer,Mobile App,North,Premium,4.8,0.0
TXN-104984,CUST-4695,2023-05-30,Books,Clean Code,7,30.51,0.14,183.67,PayPal,In-Store,Central,Regular,3.8,0.0
TXN-104807,CUST-2676,2024-03-28,Electronics,Laptop,3,813.52,0.22,1903.64,Credit Card,Online,Central,Regular,3.0,1.0
TXN-109557,CUST-3499,2023-05-22,Books,Data Structures,8,49.01,,282.3,Debit Card,Mobile App,North,New,3.0,0.0
TXN-106445,CUST-3337,2024-02-27,Automotive,Jump Starter,9,75.46,0.2,543.31,Cash,In-Store,Central,New,4.0,0.0
TXN-102341,CUST-1679,03-10-2022,Beauty & Personal Care,Face Serum,5,38.06,0.11,169.37,,In-Store,East,Premium,1.8,0.0
TXN-100491,CUST-4672,2022-02-08,Electronics,Smartphone,5,639.85,0.23,2463.42,PayPal,In-Store,North,Regular,3.7,0.0
TXN-102775,CUST-4728,2022-12-05,Toys & Games,Play-Doh Kit,1,21.59,0.29,15.33,Cash,Online,West,VIP,2.1,0.0
TXN-102972,CUST-2504,2022-08-24,Automotive,Steering Wheel Cover,6,26.8,0.24,122.21,Cash,In-Store,East,Premium,2.4,0.0
TXN-107816,CUST-3062,2022-10-31,Home & Kitchen,Coffee Maker,8,64.36,0.24,391.31,Bank Transfer,Online,South,VIP,3.5,1.0
TXN-105369,CUST-3496,2022-06-17,Toys & Games,Remote Control Car,9,47.8,0.22,335.56,Debit Card,Mobile App,South,New,2.0,0.0
TXN-107612,CUST-1895,2024-08-08,Automotive,Tire Inflator,4,47.93,0.16,161.04,PayPal,Online,Central,Premium,3.0,0.0
TXN-101149,CUST-3331,2022-05-15,Electronics,Smartphone,6,674.57,0.21,3197.46,Debit Card,Mobile App,East,New,2.4,0.0
TXN-108035,CUST-1478,2024-01-29,Electronics,Bluetooth Speaker,1,73.26,0.23,56.41,Credit Card,Mobile App,South,Regular,4.0,0.0
TXN-106072,CUST-1122,2024-02-29,Beauty & Personal Care,Face Cream,2,30.64,0.21,48.41,Cash,Mobile App,Central,New,4.7,0.0
TXN-108085,CUST-4397,2022-04-02,Beauty & Personal Care,Face Cream,8,29.35,0.17,194.88,Debit Card,Online,Central,New,2.2,1.0
TXN-104657,CUST-1093,2023-03-23,Home & Kitchen,Air Fryer,8,91.61,0.01,725.55,PayPal,Mobile App,Central,Regular,2.9,0.0
TXN-107514,CUST-2958,2024-09-28,Home & Kitchen,Air Fryer,1,99.17,0.11,88.26,Cash,Mobile App,West,VIP,1.8,0.0
TXN-102154,CUST-1261,2022-01-28,Sports & Outdoors,Yoga Mat,3,$27.73,0.1,74.87,Bank Transfer,Online,North,New,2.1,1.0
TXN-100695,CUST-1689,2024-03-11,Electronics,Monitor,5,276.02,0.04,1324.9,Credit Card,Mobile App,North,VIP,1.6,0.0
TXN-101950,CUST-4299,2024-12-28,Beauty & Personal Care,Lip Balm Pack,2,11.95,0.05,22.7,Credit Card,Mobile App,North,VIP,3.5,1.0
TXN-109047,CUST-4342,2024-09-25,Electronics,Monitor,9,291.82,0.0,2626.38,Credit Card,Mobile App,North,Regular,4.3,0.0
TXN-109869,CUST-4244,2024-02-11,Clothing,Cap,7,19.1,0.14,114.98,Debit Card,In-Store,West,Premium,3.0,1.0
TXN-108003,CUST-3456,2024-07-09,Home & Kitchen,Vacuum Cleaner,6 units,205.91,0.27,901.89,Bank Transfer,In-Store,West,New,1.7,0.0
TXN-102108,CUST-1596,2023-01-20,Toys & Games,Action Figure Set,1,30.4,0.03,29.49,Debit Card,Mobile App,East,Regular,4.6,0.0
TXN-102298,CUST-2140,2024-03-28,Automotive,Car Air Freshener,9,10.27,0.01,91.51,Debit Card,Mobile App,South,New,4.9,0.0
TXN-102202,CUST-3178,2024-03-23,Books,Clean Code,4,28.76,0.03,111.59,PayPal,In-Store,West,VIP,2.9,0.0
TXN-102019,CUST-4493,2022-10-05,Toys & Games,Jigsaw Puzzle,9,18.81,0.04,162.52,Cash,Online,North,Regular,5.0,0.0
TXN-109170,CUST-4658,2023-10-01,Books,Data Structures,9,49.85,0.01,444.16,Bank Transfer,In-Store,North,Regular,1.8,1.0
TXN-106600,CUST-2761,2024-09-12,Clothing,Sunglasses,7,32.48,0.01,225.09,Credit Card,In-Store,East,Premium,5.0,0.0
TXN-108549,CUST-3975,2024-08-09,Beauty & Personal Care,Face Serum,3 units,37.75,0.27,82.67,Credit Card,In-Store,South,Regular,4.1,1.0
TXN-109936,CUST-3845,2024-04-13,Electronics,Smartphone,1,696.06,0.14,598.61,Credit Card,Mobile App,North,New,1.5,0.0
TXN-107611,CUST-2391,2022-09-02,Home & Kitchen,Coffee Maker,9,75.83,0.1,614.22,Debit Card,Mobile App,South,VIP,4.1,1.0
TXN-100310,CUST-1742,2024-06-16,Home & Kitchen,Coffee Maker,10,68.81,0.14,591.77,Bank Transfer,Online,East,Regular,4.5,0.0
TXN-109594,CUST-2716,2022-11-06,Sports & Outdoors,Sleeping Bag,4 units,80.76,0.23,248.74,Cash,In-Store,North,VIP,2.8,0.0
TXN-107319,CUST-2095,2023-01-04,Toys & Games,Remote Control Car,4,48.78,0.18,160.0,Credit Card,Online,North,Premium,4.2,0.0
TXN-108319,CUST-4872,2022-12-04,Beauty & Personal Care,Beard Trimmer,7,44.43,0.26,230.15,Cash,Online,West,Regular,1.4,1.0
TXN-100103,CUST-2515,2022-11-19,Clothing,Backpack,7,51.86,0.14,312.2,Debit Card,Mobile App,East,Regular,4.5,0.0
TXN-100659,CUST-4764,2022-05-07,Electronics,Gaming Mouse,2,57.75,0.23,88.94,PayPal,In-Store,East,,1.3,0.0
TXN-105426,CUST-3825,2024-04-04,Sports & Outdoors,Sleeping Bag,1,82.82,0.12,72.88,Cash,Online,Central,VIP,2.7,1.0
TXN-103565,CUST-1608,08-06-2022,Books,Python for Data Science,1,$41.17,0.02,40.35,PayPal,Online,East,New,3.5,0.0
TXN-109435,CUST-2288,2023-02-16,Electronics,Wireless Headphones,8,161.43,0.18,1058.98,PayPal,In-Store,North,New,2.7,0.0
TXN-104139,CUST-1483,2022-12-23,Automotive,Car Air Freshener,9,9.85,0.19,71.81,Cash,Online,East,New,1.6,0.0
TXN-103979,CUST-3726,2024-11-28,Clothing,Sneakers,2,85.46,0.19,138.45,Bank Transfer,Online,West,Premium,2.3,
TXN-104009,CUST-4785,2022-08-29,Sports & Outdoors,Cycling Helmet,10,65.69,0.1,591.21,Debit Card,In-Store,East,Regular,4.0,1.0
TXN-102261,CUST-3093,2024-04-16,Automotive,ERROR,2,14.77,0.15,25.11,PayPal,Mobile App,North,VIP,3.9,1.0
TXN-102417,CUST-1172,2024-10-31,Beauty & Personal Care,Hair Dryer,7,41.48,0.01,287.46,Bank Transfer,In-Store,North,Regular,1.3,0.0
TXN-105888,CUST-1308,2022-03-03,Automotive,Car Vacuum,4,40.71,0.02,159.58,Credit Card,In-Store,Central,VIP,4.8,0.0
TXN-105358,CUST-2912,2022-10-15,Beauty & Personal Care,Body Lotion,9,16.8,0.17,125.5,PayPal,Mobile App,South,,1.8,1.0
TXN-105514,CUST-2784,2022-12-28,Home & Kitchen,Rice Cooker,9,44.12,0.21,313.69,Debit Card,Mobile App,South,Regular,1.9,0.0
TXN-103420,CUST-3468,2023-11-12,Clothing,Running Shoes,2,83.69,0.14,143.95,Cash,Mobile App,South,Premium,1.8,0.0
TXN-106634,CUST-1691,2022-05-10,Toys & Games,Lego Creator Set,1,85.96,,63.61,Cash,In-Store,South,VIP,3.2,0.0
TXN-109390,CUST-3153,2024-01-05,Home & Kitchen,Blender,9,63.14,0.08,522.8,Credit Card,Online,South,Premium,4.1,0.0
TXN-102495,CUST-2188,2023-08-12,Beauty & Personal Care,Beard Trimmer,1,44.67,0.21,35.29,Debit Card,Mobile App,North,Regular,2.3,0.0
TXN-105938,CUST-2845,2023-03-27,Toys & Games,Drone Mini,4,93.8,0.04,360.19,Credit Card,Mobile App,North,Premium,1.4,0.0
TXN-102041,CUST-1362,2023-06-28,Beauty & Personal Care,Face Cream,9,31.94,0.24,218.47,Credit Card,In-Store,West,New,3.4,0.0
TXN-101183,CUST-4361,2024-07-23,Sports & Outdoors,Yoga Mat,2,28.71,0.18,47.08,PayPal,,South,VIP,3.6,0.0
TXN-108004,CUST-2870,2022-06-22,Electronics,Smartphone,1,718.2,0.07,667.93,Debit Card,Mobile App,Central,New,1.1,0.0
TXN-106016,CUST-1359,2024-09-17,Beauty & Personal Care,Lip Balm Pack,7,11.87,0.14,71.46,PayPal,Online,North,Regular,2.1,0.0
TXN-109932,CUST-2718,2022-03-20,Sports & Outdoors,Resistance Bands,3,20.47,0.23,47.29,Bank Transfer,Online,South,New,2.4,0.0
TXN-104930,CUST-2560,2024-12-22,Sports & Outdoors,Tennis Racket,10,63.93,,473.08,Debit Card,Online,West,VIP,4.5,0.0
TXN-107464,CUST-3559,2023-06-21,Books,Clean Code,6,28.44,0.11,151.87,Bank Transfer,Mobile App,South,Regular,3.1,0.0
TXN-106787,CUST-1779,2024-05-05,Clothing,Yoga Pants,1,42.38,0.06,39.84,Credit Card,Online,East,Regular,4.9,0.0
TXN-106832,CUST-1246,2023-08-03,Automotive,USB Car Charger,5,14.1,0.03,68.39,Cash,In-Store,West,VIP,2.7,0.0
TXN-101916,CUST-4292,2024-09-22,Books,Atomic Habits,7,20.3,0.26,105.15,PayPal,Online,South,New,1.7,0.0
TXN-101150,CUST-1934,2023-01-25,Books,SQL Mastery,8,31.67,0.09,230.56,Bank Transfer,In-Store,North,VIP,2.6,0.0
TXN-106890,CUST-1562,07/09/2024,Beauty & Personal Care,Beard Trimmer,1,40.54,0.02,39.73,Debit Card,Mobile App,North,New,2.4,0.0
TXN-106649,CUST-1788,2023-06-05,Clothing,Denim Jeans,2,56.01,0.18,91.86,PayPal,In-Store,East,New,3.3,0.0
TXN-101313,CUST-3207,10-05-2023,Electronics,Webcam,9,96.44,0.27,633.61,Bank Transfer,In-Store,East,Regular,,0.0
TXN-102739,CUST-3345,2024-02-02,Books,The Pragmatic Programmer,9,47.13,0.24,322.37,Debit Card,In-Store,North,Premium,3.0,0.0
TXN-101958,CUST-4639,2024-01-05,Automotive,Steering Wheel Cover,6,27.22,0.1,146.99,PayPal,Online,North,Premium,2.0,0.0
TXN-103170,CUST-2154,2024-04-09,Home & Kitchen,Desk Lamp,8,33.76,0.02,264.68,Bank Transfer,N/A,West,VIP,3.8,0.0
TXN-104578,CUST-1563,2023-01-20,Sports & Outdoors,Cycling Helmet,10,54.56,0.25,409.2,Bank Transfer,In-Store,Central,,2.5,0.0
TXN-102594,CUST-2327,2023-12-03,Books,Business Analytics,6 units,38.52,,228.81,Cash,Mobile App,West,Premium,3.3,0.0
TXN-106378,CUST-4198,2022-01-20,Automotive,Tire Inflator,4,43.62,0.23,134.35,Cash,In-Store,East,Regular,1.4,0.0
TXN-102963,CUST-1427,2023-11-26,Toys & Games,Remote Control Car,9,49.44,,387.12,Bank Transfer,In-Store,East,Premium,1.2,0.0
TXN-107071,CUST-3777,2024-12-07,Electronics,Wireless Headphones,6,163.14,0.17,812.44,PayPal,In-Store,North,Regular,1.0,0.0
TXN-108952,CUST-2138,2023-09-01,Electronics,Webcam,2,86.54,0.03,167.89,Credit Card,Mobile App,West,VIP,,0.0
TXN-105982,CUST-4081,2022-10-28,Toys & Games,Action Figure Set,10,27.28,,234.61,Bank Transfer,In-Store,West,Regular,4.7,0.0
TXN-104927,CUST-1944,2023-02-06,Automotive,Jump Starter,5,82.41,0.22,321.4,Credit Card,Online,North,Premium,4.6,0.0
TXN-102179,CUST-2808,2024-01-30,Clothing,Hoodie,8,47.54,0.11,338.48,PayPal,Online,South,Regular,1.4,0.0
TXN-109796,CUST-2691,2023-10-03,Home & Kitchen,Blender,5,59.01,0.11,262.59,Debit Card,In-Store,East,New,3.0,1.0
TXN-100649,CUST-4123,2024-09-28,Automotive,Car Phone Mount,3,21.59,0.12,57.0,PayPal,Mobile App,North,Regular,3.2,0.0
TXN-105960,CUST-3326,2024-08-01,Beauty & Personal Care,Shampoo Set,7,27.35,0.02,187.62,Debit Card,Online,Central,VIP,4.7,0.0
TXN-109877,CUST-2857,2024-02-27,Books,The Pragmatic Programmer,9,48.16,0.16,364.09,Bank Transfer,Online,Central,New,3.4,0.0
TXN-107864,CUST-1658,2022-03-13,Toys & Games,Card Game Bundle,2,13.7,0.22,21.37,Credit Card,In-Store,West,Premium,1.5,0.0
TXN-105604,CUST-3302,2023-03-12,Automotive,Seat Covers Set,1,46.17,0.29,32.78,Bank Transfer,Mobile App,Central,Premium,1.4,0.0
TXN-103132,CUST-1680,2023-08-16,Sports & Outdoors,Dumbbells Set,6,89.82,0.12,474.25,Bank Transfer,Mobile App,East,Regular,1.0,0.0
TXN-100300,CUST-2776,2023-11-23,Beauty & Personal Care,Shampoo Set,9,24.77,0.18,182.8,Cash,Online,West,VIP,4.0,0.0
TXN-105143,CUST-2865,06-08-2024,Beauty & Personal Care,Perfume Set,9,93.11,0.2,670.39,Bank Transfer,Online,South,VIP,1.4,0.0
TXN-104356,CUST-3815,2022-04-16,Automotive,Dash Cam,3,92.19,0.27,201.9,Debit Card,Online,Central,New,2.2,0.0
TXN-106004,CUST-2844,2022-07-17,Electronics,Monitor,6,301.23,0.21,1427.83,PayPal,In-Store,Central,New,1.5,0.0
TXN-107888,CUST-3035,2024-10-04,Toys & Games,Chess Set,7,38.6,0.06,253.99,Cash,In-Store,Central,New,4.5,0.0
TXN-109205,CUST-4534,2022-04-24,Clothing,Winter Jacket,4,$134.82,0.23,415.25,Bank Transfer,Mobile App,Central,Regular,3.9,0.0
TXN-100479,CUST-2032,2023-07-24,Electronics,Tablet,3,328.98,0.15,838.9,Cash,Mobile App,East,VIP,4.4,0.0
TXN-100608,CUST-4026,2022-11-09,Home & Kitchen,Bed Sheets Set,2pcs,49.21,0.05,93.5,PayPal,Online,West,Regular,,1.0
TXN-103259,CUST-4051,2023-06-16,Home & Kitchen,Air Fryer,2,94.88,0.22,148.01,PayPal,Online,West,VIP,3.0,0.0
TXN-108704,CUST-3316,2022-10-17,Home & Kitchen,Bed Sheets Set,3,45.23,0.24,103.12,Debit Card,Mobile App,West,Premium,4.6,0.0
TXN-102967,CUST-3203,2024-07-10,Beauty & Personal Care,Perfume Set,10,90.06,0.07,837.56,Bank Transfer,Online,South,New,2.9,0.0
TXN-102459,CUST-2575,04-01-2023,Books,Atomic Habits,1,21.62,0.09,19.67,PayPal,Online,South,New,3.9,1.0
TXN-101435,CUST-4990,2022-08-10,Clothing,Yoga Pants,3,44.52,0.18,109.52,Debit Card,Mobile App,North,New,1.3,1.0
TXN-103911,CUST-1493,2023-12-21,Sports & Outdoors,Dumbbells Set,6,97.86,0.12,516.7,Debit Card,Mobile App,South,New,2.9,0.0
TXN-104260,CUST-1133,2022-01-18,Home & Kitchen,Kitchen Knife Set,6,85.25,0.24,388.74,Cash,Mobile App,East,VIP,4.8,1.0
TXN-102884,CUST-4499,29-01-2024,Electronics,Smart Watch,1,266.62,0.26,197.3,Credit Card,In-Store,Central,New,4.9,0.0
TXN-106870,CUST-2898,2023-08-26,Beauty & Personal Care,Shampoo Set,9,25.57,0.11,204.82,Cash,Online,East,,5.0,0.0
TXN-103052,CUST-1010,17-10-2023,Clothing,Winter Jacket,1,134.27,0.13,116.81,Bank Transfer,Online,Central,VIP,1.7,0.0
TXN-104897,CUST-4915,2023-08-07,Toys & Games,Card Game Bundle,9,15.1,0.01,134.54,PayPal,In-Store,South,Regular,2.0,0.0
TXN-102177,CUST-2148,2023-03-17,Toys & Games,Drone Mini,2,85.09,0.28,122.53,Cash,Mobile App,Central,Regular,2.2,0.0
TXN-109814,CUST-2573,2024-08-07,Beauty & Personal Care,Face Serum,10,$31.85,0.11,283.47,,Mobile App,Central,New,3.2,0.0
TXN-103110,CUST-2152,2024-06-20,Beauty & Personal Care,Face Cream,7,29.58,0.0,207.06,,Online,North,VIP,2.2,1.0
TXN-108701,CUST-2217,2022-04-03,Home & Kitchen,Cookware Set,4,$145.18,0.19,470.38,Bank Transfer,In-Store,North,Regular,3.1,1.0
TXN-109628,CUST-4917,2024-02-10,Automotive,Steering Wheel Cover,2,25.25,0.25,37.88,PayPal,Mobile App,South,Premium,2.0,1.0
TXN-104820,CUST-4860,2023-08-13,Clothing,Hoodie,7,53.36,0.01,369.78,Cash,In-Store,South,Regular,4.2,0.0
TXN-105840,CUST-1212,2023-11-05,Automotive,Seat Covers Set,4,46.29,0.1,166.64,Bank Transfer,Online,South,Premium,4.4,0.0
TXN-100066,CUST-4132,2022-02-12,Clothing,Hoodie,10,54.61,0.18,447.8,Debit Card,Mobile App,North,Premium,2.9,0.0
TXN-100760,CUST-2202,2024-09-16,Sports & Outdoors,Sleeping Bag,2,85.6,0.09,155.79,Debit Card,In-Store,North,New,1.9,0.0
TXN-101396,CUST-1566,2022-12-10,Toys & Games,Drone Mini,5pcs,90.69,0.09,412.64,PayPal,Mobile App,East,VIP,4.9,0.0
TXN-104706,CUST-1484,2022-04-17,Home & Kitchen,Coffee Maker,6,66.03,0.27,289.21,Cash,,South,VIP,3.7,0.0
TXN-108870,CUST-1037,2024-06-23,Sports & Outdoors,Protein Powder,N/A,54.1,0.05,256.97,Cash,Mobile App,West,New,4.9,0.0
TXN-104468,CUST-4849,2022-07-26,Electronics,Smartphone,3,738.64,0.25,1661.94,Debit Card,Mobile App,East,Regular,4.4,1.0
TXN-107206,CUST-3753,22/11/2022,Beauty & Personal Care,Shampoo Set,3,26.09,0.02,76.7,Credit Card,Mobile App,North,Regular,2.6,0.0
TXN-107824,CUST-1486,2023-03-10,Electronics,Tablet,2,355.05,0.07,660.39,Credit Card,In-Store,West,Regular,3.2,0.0
TXN-104284,CUST-2685,2022-09-16,Toys & Games,Drone Mini,6,$93.3,,436.64,Cash,Online,Central,Regular,2.3,1.0
TXN-102124,CUST-1812,2024-03-09,Beauty & Personal Care,Electric Toothbrush,8,48.18,0.2,308.35,Credit Card,Mobile App,North,Regular,2.8,0.0
TXN-102759,CUST-4434,2023-06-12,Beauty & Personal Care,Perfume Set,7,87.32,0.07,568.45,Credit Card,Online,North,Regular,4.2,0.0
TXN-101715,CUST-1281,10-06-2023,Beauty & Personal Care,Electric Toothbrush,7,50.2,0.24,267.06,PayPal,In-Store,North,Regular,3.5,0.0
TXN-106879,CUST-3139,2023-09-27,Sports & Outdoors,Jump Rope,10,14.75,0.26,109.15,Cash,Mobile App,Central,Premium,3.7,0.0
TXN-108434,CUST-3023,2024-04-03,Books,Atomic Habits,7,18.53,0.12,114.14,PayPal,Mobile App,North,Premium,2.6,0.0
TXN-102599,CUST-4218,2022-07-07,Sports & Outdoors,Dumbbells Set,4,93.29,0.05,354.5,Cash,Mobile App,East,VIP,1.0,0.0
TXN-100214,CUST-2592,2024-05-29,Toys & Games,Lego Creator Set,4,83.79,0.13,291.59,Credit Card,Mobile App,South,Premium,2.1,0.0
TXN-107506,CUST-1231,2023-12-14,Books,The Pragmatic Programmer,2,42.21,0.11,75.13,Debit Card,In-Store,East,VIP,3.2,0.0
TXN-106308,CUST-2290,2023-09-19,Home & Kitchen,Kitchen Knife Set,9,93.56,0.13,732.57,Credit Card,Mobile App,East,Regular,1.9,1.0
TXN-100452,CUST-4420,2022-04-25,Books,SQL Mastery,7,34.86,0.28,175.69,Bank Transfer,Online,Central,VIP,3.2,0.0
TXN-103638,CUST-2528,2024-07-31,Toys & Games,Remote Control Car,2,52.55,0.29,74.62,Credit Card,In-Store,,,1.8,0.0
TXN-101379,CUST-3847,2022-03-15,Books,SQL Mastery,9,33.82,0.14,261.77,PayPal,In-Store,East,Premium,1.9,1.0
TXN-108615,CUST-4314,2023-10-07,Clothing,Winter Jacket,9,124.14,0.24,849.12,PayPal,Mobile App,Central,New,1.8,0.0
TXN-105890,CUST-4260,2022-02-15,Clothing,Sunglasses,-2,37.2,0.09,270.82,PayPal,Mobile App,South,Premium,1.6,0.0
TXN-102148,CUST-2899,2022-01-02,Clothing,Sneakers,6,87.82,0.05,500.57,Debit Card,Mobile App,Central,Premium,4.2,1.0
TXN-105428,CUST-1304,2024-03-07,Beauty & Personal Care,Face Cream,5,31.83,0.03,154.38,PayPal,Online,North,Premium,4.2,0.0
TXN-104057,CUST-4169,2024-09-22,Beauty & Personal Care,Electric Toothbrush,7,50.4,0.01,349.27,PayPal,Mobile App,West,New,4.8,1.0
TXN-109856,CUST-4761,2024-04-05,Books,SQL Mastery,7,35.56,0.03,241.45,PayPal,In-Store,South,Premium,4.7,0.0
TXN-102676,CUST-3455,2022-02-17,Clothing,Sunglasses,1,38.43,0.24,29.21,Cash,Online,North,New,2.2,0.0
TXN-106013,CUST-4797,2023-05-10,Beauty & Personal Care,Electric Toothbrush,7,$53.69,0.26,278.11,Cash,Online,North,Regular,4.9,0.0
TXN-100683,CUST-2743,2024-05-08,Beauty & Personal Care,Face Cream,6,29.99,0.1,161.95,PayPal,Mobile App,Central,VIP,2.3,0.0
TXN-109204,CUST-4088,03-09-2022,Electronics,Webcam,10,91.21,0.01,902.98,Bank Transfer,Mobile App,North,Premium,2.4,
TXN-108921,CUST-4117,2022-06-27,Clothing,Yoga Pants,9,40.69,0.28,263.67,Debit Card,Online,North,New,3.9,0.0
TXN-105030,CUST-1365,2023-04-19,Home & Kitchen,Blender,8,63.58,0.16,427.26,Debit Card,Mobile App,West,VIP,1.6,0.0
TXN-101505,CUST-4677,2024-12-01,Automotive,Car Phone Mount,9,20.1,0.13,157.38,Bank Transfer,In-Store,West,New,4.1,0.0
TXN-105928,CUST-3494,2022-05-06,Clothing,Cap,9,21.8,0.21,155.0,Debit Card,Online,North,New,3.6,1.0
TXN-102178,CUST-2641,2023-05-12,Clothing,Dress Shirt,1,41.19,0.04,39.54,Debit Card,Online,North,Premium,3.2,0.0
TXN-106735,CUST-2331,2024-10-25,Books,N/A,1,40.96,0.04,39.32,Debit Card,In-Store,West,Regular,3.0,1.0
TXN-108857,CUST-3379,2022-10-27,Toys & Games,Remote Control Car,8,48.54,0.19,314.54,Bank Transfer,In-Store,,Regular,2.2,0.0
TXN-109950,CUST-1868,2023-01-21,Toys & Games,Nerf Blaster,4,22.72,0.02,89.06,Debit Card,Mobile App,South,VIP,1.4,0.0
TXN-101445,CUST-2965,2024-09-20,Clothing,Denim Jeans,5,56.59,0.29,200.89,Bank Transfer,Online,South,Premium,4.3,0.0
TXN-106272,CUST-4630,2023-04-02,Electronics,Webcam,1,87.29,0.19,70.7,Credit Card,In-Store,South,VIP,1.9,0.0
TXN-101230,CUST-2180,2022-12-27,Sports & Outdoors,Resistance Bands,10,20.47,,163.76,Bank Transfer,Online,West,Premium,1.9,0.0
TXN-103672,CUST-1803,2023-08-05,Home & Kitchen,Cookware Set,9,155.2,0.19,1131.41,Bank Transfer,,West,VIP,2.7,1.0
TXN-102555,CUST-2117,2023-07-18,Beauty & Personal Care,Beard Trimmer,9,47.0,,359.55,Bank Transfer,Mobile App,North,Regular,1.8,0.0
TXN-107825,CUST-4041,2024-02-18,Beauty & Personal Care,Body Lotion,1,18.57,0.15,15.78,Cash,Online,,Regular,1.6,0.0
TXN-108257,CUST-3189,02-12-2023,Home & Kitchen,Cookware Set,9,140.11,0.17,1046.62,Credit Card,Mobile App,East,Premium,4.5,0.0
TXN-108088,CUST-2219,2022-02-11,Beauty & Personal Care,Body Lotion,10,17.69,0.06,166.29,Bank Transfer,,South,New,3.6,0.0
TXN-102218,CUST-4378,2022-07-20,Toys & Games,Jigsaw Puzzle,5,20.28,0.11,90.25,Cash,Mobile App,,VIP,2.3,0.0
TXN-108547,CUST-3791,2023-07-07,Home & Kitchen,Rice Cooker,2,43.32,0.04,83.17,Bank Transfer,In-Store,Central,Premium,3.5,0.0
TXN-101319,CUST-1180,2022-02-23,Books,Data Structures,9,49.68,0.13,388.99,Bank Transfer,In-Store,North,VIP,4.5,0.0
