transaction_id,customer_id,transaction_date,category,item,quantity,unit_price,discount,total_spent,payment_method,location,region,customer_segment,rating,returned,year,month_year
TXN-105841,CUST-4865,2023-05-16,Beauty & Personal Care,Face Cream,10.0,31.04,0.23,239.00799999999998,Bank Transfer,Mobile App,Central,ERROR,3.0799999999999996,0,2023,2023-05
TXN-106691,CUST-4328,2023-02-16,Clothing,Cap,8.0,21.29,0.16,143.06879999999998,Cash,In-Store,South,Regular,2.7,0,2023,2023-02
TXN-106026,CUST-1340,2022-04-17,Automotive,Car Floor Mats,3.0,32.79,0.14,84.5982,Bank Transfer,In-Store,East,New,2.9,1,2022,2022-04
TXN-106789,CUST-3854,2023-08-26,Automotive,Tire Inflator,2.0,48.3,0.14,83.076,Credit Card,Online,East,New,4.6,0,2023,2023-08
TXN-101413,CUST-4111,2024-08-17,Home & Kitchen,Bed Sheets Set,1.0,45.69,0.098,41.212379999999996,Bank Transfer,Online,North,Premium,3.0,0,2024,2024-08
TXN-105262,CUST-2445,2022-10-21,Clothing,Cap,2.0,21.13,0.14,36.343599999999995,Bank Transfer,Mobile App,South,VIP,3.8,0,2022,2022-10
TXN-103148,CUST-2571,2023-01-21,Sports & Outdoors,Water Bottle,6.0,25.97,0.29,110.63219999999998,Credit Card,In-Store,Central,VIP,1.3,0,2023,2023-01
TXN-103620,CUST-4005,2024-06-04,Electronics,Tablet,10.0,356.57,0.01,3530.0429999999997,Debit Card,Online,Central,VIP,1.2,0,2024,2024-06
TXN-100510,CUST-1455,2022-10-07,Books,Clean Code,10.0,27.18,0.02,266.36400000000003,PayPal,Online,West,Premium,4.0,0,2022,2022-10
TXN-101163,CUST-4177,2024-08-10,Home & Kitchen,Blender,7.0,54.29,0.02,372.4294,Cash,Online,West,Premium,3.4,0,2024,2024-08
TXN-102797,CUST-4188,2022-04-05,Automotive,Car Floor Mats,7.0,33.11,0.146,197.93157999999997,Bank Transfer,Mobile App,North,Regular,3.7,0,2022,2022-04
TXN-102516,CUST-3155,2024-09-03,Books,Data Structures,9.0,51.65,0.02,455.55299999999994,Debit Card,In-Store,East,Regular,3.0,0,2024,2024-09
TXN-102439,CUST-1575,2023-10-31,Electronics,Monitor,4.0,303.4,0.12,1067.9679999999998,PayPal,Online,Central,ERROR,4.3,0,2023,2023-10
TXN-108721,CUST-1951,2024-11-20,Automotive,Steering Wheel Cover,10.0,24.31,0.29,172.601,Credit Card,Online,North,Premium,3.0,1,2024,2024-11
TXN-108218,CUST-2168,2022-07-20,Electronics,Laptop,8.0,899.99,0.08,6623.9264,Cash,In-Store,South,VIP,2.8,0,2022,2022-07
TXN-102476,CUST-4119,2024-04-28,Books,Clean Code,6.0,32.61,0.06,183.92039999999997,Debit Card,Online,East,VIP,4.0,0,2024,2024-04
TXN-103993,CUST-1322,2024-05-22,Books,Business Analytics,5.0,36.85,0.15,156.61249999999998,PayPal,Mobile App,North,New,3.1,0,2024,2024-05
TXN-102562,CUST-2583,2023-09-17,Automotive,Jump Starter,9.0,81.73,0.08,676.7244000000001,Credit Card,Online,South,Premium,4.7,0,2023,2023-09
TXN-101939,CUST-3826,2023-07-05,Automotive,Tire Inflator,2.0,47.87,0.1,86.166,Debit Card,In-Store,West,Regular,4.7,0,2023,2023-07
TXN-100563,CUST-4310,2022-07-20,Electronics,Bluetooth Speaker,7.0,78.03,0.1,491.58900000000006,PayPal,In-Store,South,VIP,3.0,0,2022,2022-07
TXN-101354,CUST-1122,2023-12-01,Clothing,Denim Jeans,10.0,64.82,0.18,531.524,Bank Transfer,In-Store,West,VIP,3.2,0,2023,2023-12
TXN-109920,CUST-1389,2023-12-27,Automotive,USB Car Charger,10.0,14.91,0.21,117.789,Credit Card,In-Store,West,VIP,4.7,0,2023,2023-12
TXN-100746,CUST-3140,2023-10-03,Beauty & Personal Care,Body Lotion,10.0,17.79,0.15,151.21499999999997,Debit Card,Mobile App,Central,ERROR,3.8,0,2023,2023-10
TXN-104254,CUST-1125,2023-03-29,Home & Kitchen,Desk Lamp,5.0,36.54,0.04,175.392,PayPal,Mobile App,East,New,4.6,0,2023,2023-03
TXN-104581,CUST-1932,2022-07-04,Electronics,Laptop,1.0,899.99,0.23,692.9923,Cash,In-Store,South,Regular,2.1,0,2022,2022-07
TXN-109971,CUST-3681,2022-12-20,Beauty & Personal Care,Body Lotion,5.0,18.38,0.15,78.115,PayPal,Online,East,Premium,3.2,0,2022,2022-12
TXN-109401,CUST-4687,2024-05-16,Beauty & Personal Care,Face Cream,3.0,28.34,0.09,77.3682,Cash,In-Store,North,Premium,4.2,0,2024,2024-05
TXN-105488,CUST-2650,2022-09-21,Electronics,Bluetooth Speaker,3.0,86.12,0.3,180.852,PayPal,Mobile App,South,Premium,2.6,0,2022,2022-09
TXN-101987,CUST-4895,2024-09-16,Sports & Outdoors,Resistance Bands,5.0,21.88,0.02,107.21199999999999,Credit Card,Mobile App,North,Premium,4.7,0,2024,2024-09
TXN-103969,CUST-4545,2024-10-10,Beauty & Personal Care,Face Serum,5.0,31.73,0.27,115.8145,PayPal,Online,Central,Premium,3.4,0,2024,2024-10
TXN-109518,CUST-3258,2023-06-01,Sports & Outdoors,Cycling Helmet,5.0,57.54,0.12,253.176,Bank Transfer,Mobile App,North,Premium,4.7,0,2023,2023-06
TXN-104018,CUST-2403,2022-01-28,Electronics,Bluetooth Speaker,9.0,87.69,0.2,631.368,Bank Transfer,Online,North,VIP,1.6,0,2022,2022-01
TXN-107275,CUST-1595,2023-10-19,Sports & Outdoors,Water Bottle,10.0,24.02,0.15,204.17,PayPal,Mobile App,North,Premium,3.3,0,2023,2023-10
TXN-104896,CUST-2840,2023-02-13,Beauty & Personal Care,Electric Toothbrush,4.0,53.66,0.26,158.8336,Bank Transfer,In-Store,South,New,1.3,0,2023,2023-02
TXN-105981,CUST-3674,2024-05-04,Automotive,Seat Covers Set,1.0,53.02,0.19,42.946200000000005,Cash,In-Store,East,New,3.6,0,2024,2024-05
TXN-104736,CUST-3993,2024-09-13,Electronics,Wireless Headphones,9.0,152.81,0.0,1375.29,Bank Transfer,In-Store,East,New,2.3,0,2024,2024-09
TXN-104446,CUST-2672,2024-11-18,Toys & Games,Drone Mini,3.0,92.32,0.12,243.7248,Cash,In-Store,North,Premium,1.8,0,2024,2024-11
TXN-106234,CUST-3597,2024-11-02,Automotive,Steering Wheel Cover,1.0,27.41,0.17,22.7503,Debit Card,In-Store,West,New,2.2,0,2024,2024-11
TXN-108587,CUST-2361,2022-12-15,Toys & Games,Board Game Pack,6.0,35.64,0.26,158.2416,Debit Card,Online,Central,New,1.6,0,2022,2022-12
TXN-108851,CUST-3549,2024-08-09,Sports & Outdoors,Jump Rope,3.0,15.2,0.14,39.215999999999994,Debit Card,In-Store,East,Premium,3.7,0,2024,2024-08
TXN-108163,CUST-1716,2024-09-16,Electronics,Monitor,8.0,277.01,0.03,2149.5976,PayPal,In-Store,South,Premium,3.4,0,2024,2024-09
TXN-108308,CUST-1023,2022-12-23,Electronics,Mechanical Keyboard,4.0,108.45,0.08,399.096,Cash,Online,South,VIP,3.5,0,2022,2022-12
TXN-100976,CUST-1361,2024-08-06,Clothing,Yoga Pants,2.0,44.69,0.17,74.18539999999999,Credit Card,In-Store,South,Regular,1.7,1,2024,2024-08
TXN-102733,CUST-4544,2022-09-04,Toys & Games,Remote Control Car,9.0,46.61,0.26,310.4226,Cash,Mobile App,Central,Premium,1.5,0,2022,2022-09
TXN-104682,CUST-3980,2022-08-27,Automotive,Car Air Freshener,3.0,10.25,0.01,30.4425,Credit Card,Online,South,Regular,1.2,0,2022,2022-08
TXN-105384,CUST-4330,2023-01-02,Books,Business Analytics,5.0,37.83,0.3,132.40499999999997,Bank Transfer,In-Store,East,Premium,3.5,0,2023,2023-01
TXN-102588,CUST-3774,2023-05-05,Electronics,Laptop,7.0,899.99,0.27,4598.9489,Bank Transfer,Online,East,VIP,4.8,0,2023,2023-05
TXN-104183,CUST-3879,2024-06-13,Beauty & Personal Care,Electric Toothbrush,10.0,45.76,0.03,443.87199999999996,Bank Transfer,Mobile App,West,VIP,2.0,0,2024,2024-06
TXN-103500,CUST-1238,2024-04-12,Clothing,Running Shoes,6.0,91.29,0.18,449.14680000000004,Cash,Online,West,Premium,4.2,0,2024,2024-04
TXN-109159,CUST-3118,2022-05-27,Electronics,Smart Watch,8.0,260.14,0.17,1727.3295999999998,Bank Transfer,Online,East,New,1.1,0,2022,2022-05
TXN-100020,CUST-1234,2023-10-05,Sports & Outdoors,Yoga Mat,9.0,30.46,0.02,268.6572,Credit Card,Mobile App,West,Premium,1.2,1,2023,2023-10
TXN-109011,CUST-3723,2024-07-09,Beauty & Personal Care,Shampoo Set,3.0,26.62,0.11,71.0754,Debit Card,In-Store,North,VIP,1.4,0,2024,2024-07
TXN-102212,CUST-2605,2022-04-20,Clothing,Running Shoes,4.0,91.32,0.16,306.8352,Bank Transfer,In-Store,North,Regular,4.1,0,2022,2022-04
TXN-102715,CUST-1184,2023-09-15,Automotive,USB Car Charger,9.0,15.27,0.05,130.5585,Cash,In-Store,North,New,4.7,0,2023,2023-09
TXN-103006,CUST-2180,2022-08-07,Books,SQL Mastery,6.0,35.94,0.1,194.076,PayPal,In-Store,South,New,2.6,0,2022,2022-08
TXN-104310,CUST-1425,2023-07-27,Electronics,Tablet,1.0,300.14,0.26,222.1036,PayPal,In-Store,South,New,3.9,0,2023,2023-07
TXN-108685,CUST-4727,2024-12-21,Beauty & Personal Care,Beard Trimmer,8.0,49.16,0.22,306.7584,Cash,Online,East,Regular,2.2,1,2024,2024-12
TXN-102855,CUST-3371,2022-10-09,Clothing,Sunglasses,3.0,33.11,0.24,75.4908,Cash,In-Store,West,New,3.0,0,2022,2022-10
TXN-109037,CUST-2207,2024-10-29,Clothing,Sneakers,10.0,78.55,0.16,659.8199999999999,PayPal,In-Store,West,Regular,1.2,1,2024,2024-10
TXN-100545,CUST-4768,2022-09-11,Electronics,Smartphone,1.0,672.22,0.23,517.6094,Bank Transfer,In-Store,Central,Premium,1.7,0,2022,2022-09
TXN-108776,CUST-2651,2023-07-23,Home & Kitchen,Kitchen Knife Set,7.0,90.56,0.13,551.5104,Cash,In-Store,South,VIP,4.3,0,2023,2023-07
TXN-105250,CUST-4098,2023-03-14,Toys & Games,Play-Doh Kit,4.0,22.55,0.03,87.494,Bank Transfer,Mobile App,West,Premium,3.8,0,2023,2023-03
TXN-105564,CUST-4171,2023-01-01,Home & Kitchen,Rice Cooker,8.0,44.55,0.22,277.992,Credit Card,Online,North,Regular,1.9,0,2023,2023-01
TXN-101158,CUST-3900,2023-04-14,Books,Atomic Habits,6.0,21.6,0.23,99.79200000000002,Bank Transfer,Mobile App,South,Premium,3.0,0,2023,2023-04
TXN-102592,CUST-1086,2024-07-27,Sports & Outdoors,Jump Rope,4.0,14.33,0.1,51.588,Cash,Mobile App,West,New,1.7,0,2024,2024-07
TXN-109957,CUST-4102,2023-04-15,Home & Kitchen,Toaster Oven,2.0,87.44,0.05,166.136,Credit Card,Mobile App,Central,New,2.0,0,2023,2023-04
TXN-106422,CUST-3740,2023-06-13,Toys & Games,Chess Set,2.0,42.76,0.26,63.2848,Credit Card,Online,East,Regular,4.7,0,2023,2023-06
TXN-109542,CUST-2573,2022-07-23,Electronics,Mechanical Keyboard,10.0,109.0,0.21,861.1,Credit Card,Online,East,VIP,2.9,0,2022,2022-07
TXN-103685,CUST-3574,2023-12-07,Home & Kitchen,Vacuum Cleaner,1.0,197.27,0.04,189.3792,Debit Card,In-Store,East,Premium,3.1,0,2023,2023-12
TXN-108928,CUST-3269,2022-08-02,Automotive,Car Floor Mats,3.0,32.82,0.28,70.8912,PayPal,Mobile App,West,Premium,2.4,0,2022,2022-08
TXN-105508,CUST-2724,2022-05-12,Clothing,Yoga Pants,5.0,47.13,0.1,212.085,Debit Card,In-Store,South,Premium,3.2600000000000002,0,2022,2022-05
TXN-102551,CUST-4064,2024-07-13,Books,Atomic Habits,7.0,21.46,0.1,135.198,Debit Card,Online,South,VIP,1.6,1,2024,2024-07
TXN-109353,CUST-3881,2022-07-28,Automotive,Tire Inflator,1.0,43.05,0.29,30.565499999999997,Debit Card,In-Store,Central,New,3.3,1,2022,2022-07
TXN-102851,CUST-3328,2022-07-02,Clothing,Denim Jeans,8.0,58.57,0.03,454.5032,PayPal,Mobile App,Central,Premium,1.8,0,2022,2022-07
TXN-103972,CUST-4289,2022-12-28,Automotive,Seat Covers Set,5.0,50.48,0.08,232.208,Debit Card,In-Store,South,ERROR,4.3,1,2022,2022-12
TXN-108290,CUST-4991,2022-01-23,Automotive,Seat Covers Set,10.0,46.94,0.04,450.62399999999997,Cash,Online,North,Premium,3.9,0,2022,2022-01
TXN-103709,CUST-1297,2023-09-29,Clothing,Sneakers,4.0,72.81,0.07,270.8532,PayPal,Mobile App,West,New,1.1,1,2023,2023-09
TXN-100694,CUST-3922,2023-05-12,Books,SQL Mastery,2.0,32.89,0.02,64.4644,PayPal,In-Store,West,VIP,4.4,0,2023,2023-05
TXN-109591,CUST-4565,2022-11-24,Books,The Pragmatic Programmer,6.0,17.09,0.3,71.77799999999999,Bank Transfer,Online,East,Premium,2.46,0,2022,2022-11
TXN-107558,CUST-1106,2024-03-19,Beauty & Personal Care,Face Cream,6.0,30.6,0.06,172.584,ERROR,Online,East,VIP,4.0,0,2024,2024-03
TXN-102011,CUST-2169,2023-10-22,Books,Atomic Habits,1.0,18.24,0.09,16.598399999999998,Cash,Online,West,New,2.7,1,2023,2023-10
TXN-103879,CUST-4026,2022-07-26,Clothing,Winter Jacket,10.0,138.48,0.14,1190.9279999999999,Cash,Online,South,VIP,3.4,0,2022,2022-07
TXN-102934,CUST-4587,2023-11-14,Sports & Outdoors,Dumbbells Set,4.0,90.19,0.28,259.74719999999996,Cash,Mobile App,Central,Regular,2.3,0,2023,2023-11
TXN-109496,CUST-2552,2023-07-03,Sports & Outdoors,Tennis Racket,1.0,69.76,0.15,59.296,Credit Card,Mobile App,South,ERROR,4.0,0,2023,2023-07
TXN-104082,CUST-4391,2023-11-30,Toys & Games,Play-Doh Kit,1.0,24.43,0.266,17.93162,PayPal,Online,South,New,2.6,0,2023,2023-11
TXN-109061,CUST-3484,2022-12-10,Books,Machine Learning Basics,2.0,33.64,0.29,47.7688,Cash,Online,East,New,2.5,0,2022,2022-12
TXN-105662,CUST-4616,2024-08-07,Sports & Outdoors,Protein Powder,2.0,54.14,0.24,82.2928,Debit Card,Mobile App,North,New,3.62,0,2024,2024-08
TXN-102270,CUST-3612,2024-01-17,Books,Atomic Habits,9.0,21.79,0.23,151.00469999999999,Cash,Mobile App,North,New,3.2,0,2024,2024-01
TXN-103699,CUST-4816,2023-10-25,Automotive,Seat Covers Set,5.0,52.32,0.04,251.13600000000002,Debit Card,Online,North,New,4.6,0,2023,2023-10
TXN-109945,CUST-4545,2022-12-06,Toys & Games,Lego Creator Set,8.0,73.15,0.09,532.532,Bank Transfer,Online,North,Regular,5.0,1,2022,2022-12
TXN-101776,CUST-3255,2024-07-03,Sports & Outdoors,Protein Powder,4.0,45.62,0.03,177.0056,Bank Transfer,Mobile App,Central,Regular,3.2,0,2024,2024-07
TXN-106316,CUST-4982,2023-04-11,Books,Atomic Habits,3.0,19.33,0.29,41.17289999999999,Bank Transfer,Online,South,Regular,3.1,1,2023,2023-04
TXN-103882,CUST-1061,2022-04-25,Electronics,Wireless Headphones,3.0,141.93,0.23,327.85830000000004,Credit Card,In-Store,South,Premium,2.8,1,2022,2022-04
TXN-101535,CUST-1832,2022-01-25,Beauty & Personal Care,Beard Trimmer,5.0,42.44,0.23,163.394,Bank Transfer,In-Store,North,VIP,2.4,0,2022,2022-01
TXN-100920,CUST-4994,2023-11-18,Beauty & Personal Care,Electric Toothbrush,10.0,45.24,0.24,343.824,PayPal,Mobile App,East,New,4.8,0,2023,2023-11
TXN-107865,CUST-2753,2024-07-28,Toys & Games,Card Game Bundle,8.0,13.98,0.15,95.06400000000001,Cash,Mobile App,North,New,4.1,0,2024,2024-07
TXN-109247,CUST-4439,2024-09-03,Sports & Outdoors,Treadmill,1.0,605.67,0.24,460.3092,PayPal,In-Store,North,Premium,1.7,0,2024,2024-09
TXN-104217,CUST-2901,2022-11-13,Sports & Outdoors,Protein Powder,7.0,53.02,0.14,319.1804,Debit Card,In-Store,South,New,4.6,0,2022,2022-11
TXN-107320,CUST-2061,2024-06-05,Clothing,Sunglasses,8.0,33.41,0.03,259.2616,Credit Card,In-Store,East,VIP,1.5,1,2024,2024-06
TXN-109092,CUST-4297,2024-08-23,Clothing,Sneakers,5.0,85.46,0.19,346.113,Credit Card,Mobile App,North,Premium,2.5,1,2024,2024-08
TXN-102525,CUST-2493,2022-02-24,Home & Kitchen,Cookware Set,9.0,161.07,0.19,1174.2003,PayPal,Online,East,New,3.2,0,2022,2022-02
TXN-101461,CUST-3927,2023-02-23,Books,Business Analytics,3.0,39.05,0.272,85.28519999999999,PayPal,In-Store,South,Premium,2.9,0,2023,2023-02
TXN-100239,CUST-3402,2024-03-11,Clothing,Backpack,3.0,59.62,0.16,150.24239999999998,Credit Card,Online,West,Premium,1.2,0,2024,2024-03
TXN-105855,CUST-3979,2023-10-12,Books,Atomic Habits,10.0,20.92,0.11,186.18800000000002,Bank Transfer,Mobile App,Central,Regular,2.8,1,2023,2023-10
TXN-102293,CUST-4920,2022-04-08,Beauty & Personal Care,Shampoo Set,2.0,22.86,0.08,42.062400000000004,Debit Card,In-Store,East,New,1.5,0,2022,2022-04
TXN-100068,CUST-4332,2024-03-31,Home & Kitchen,Toaster Oven,8.0,78.58,0.09,572.0624,Bank Transfer,In-Store,West,Regular,2.3,0,2024,2024-03
TXN-102173,CUST-1391,2024-02-29,Clothing,Sneakers,4.0,79.28,0.13,275.8944,Cash,In-Store,East,New,2.5,0,2024,2024-02
TXN-100548,CUST-2800,2023-01-15,Sports & Outdoors,Sleeping Bag,8.0,85.61,0.11,609.5432,Credit Card,In-Store,East,ERROR,2.7,1,2023,2023-01
TXN-107112,CUST-1004,2024-11-03,Books,Business Analytics,9.0,39.03,0.02,344.2446,Bank Transfer,Online,North,VIP,3.0,0,2024,2024-11
TXN-101792,CUST-4504,2024-05-19,Automotive,Car Air Freshener,3.0,9.51,0.15,24.2505,Credit Card,Online,West,Premium,3.2,0,2024,2024-05
TXN-109080,CUST-3924,2022-06-21,Beauty & Personal Care,Lip Balm Pack,7.0,13.27,0.04,89.17439999999999,Cash,In-Store,Central,Regular,3.44,0,2022,2022-06
TXN-104028,CUST-1318,2023-09-19,Automotive,Car Vacuum,10.0,38.8,0.13,337.56,Credit Card,In-Store,East,Regular,4.4,0,2023,2023-09
TXN-101753,CUST-1280,2022-01-25,Beauty & Personal Care,Electric Toothbrush,4.0,54.72,0.19,177.2928,Debit Card,In-Store,North,Premium,2.1,0,2022,2022-01
TXN-102265,CUST-3178,2022-06-30,Clothing,Dress Shirt,2.0,36.43,0.06,68.4884,PayPal,Online,North,VIP,3.0000000000000004,0,2022,2022-06
TXN-109023,CUST-4177,2024-03-29,Books,Atomic Habits,9.0,19.76,0.06,167.1696,Credit Card,Online,Central,VIP,4.7,0,2024,2024-03
TXN-101142,CUST-4190,2023-05-01,Clothing,Hoodie,6.0,45.73,0.02,268.8924,Credit Card,In-Store,North,Regular,3.9,0,2023,2023-05
TXN-100727,CUST-1688,2024-08-14,Electronics,Wireless Headphones,2.0,149.93,0.09,272.87260000000003,PayPal,In-Store,West,Premium,2.0,0,2024,2024-08
TXN-105453,CUST-3416,2022-03-23,Toys & Games,Lego Creator Set,5.0,87.3,0.05,414.67499999999995,Bank Transfer,In-Store,Central,New,4.0,0,2022,2022-03
TXN-102328,CUST-3346,2024-07-31,Electronics,Smartphone,1.0,691.36,0.28,497.7792,Debit Card,Mobile App,North,New,3.2,1,2024,2024-07
TXN-103794,CUST-1106,2022-12-23,Sports & Outdoors,Cycling Helmet,1.0,64.51,0.08,59.34920000000001,PayPal,In-Store,North,Regular,3.08,0,2022,2022-12
TXN-101108,CUST-2252,2024-03-07,Automotive,Car Phone Mount,6.0,19.95,0.17,99.35099999999998,PayPal,Online,North,Regular,2.82,0,2024,2024-03
TXN-108706,CUST-2626,2024-11-10,Beauty & Personal Care,Body Lotion,8.0,18.38,0.28,105.8688,Debit Card,Online,East,Regular,3.0,0,2024,2024-11
TXN-105403,CUST-4036,2024-04-20,Beauty & Personal Care,Electric Toothbrush,10.0,49.37,0.25,370.275,Cash,In-Store,East,VIP,4.3,0,2024,2024-04
TXN-104204,CUST-2152,2023-10-30,Books,Clean Code,3.0,32.17,0.17,80.1033,PayPal,Online,East,New,2.5,0,2023,2023-10
TXN-107949,CUST-3020,2023-07-03,Beauty & Personal Care,Lip Balm Pack,9.0,13.2,0.27,86.72399999999999,Credit Card,In-Store,West,New,2.0,0,2023,2023-07
TXN-107924,CUST-1112,2022-10-29,Sports & Outdoors,Cycling Helmet,6.0,60.09,0.26,266.7996,Bank Transfer,Mobile App,West,Regular,4.2,0,2022,2022-10
TXN-104642,CUST-1045,2023-06-29,Books,Business Analytics,8.0,35.32,0.05,268.432,Debit Card,Mobile App,North,VIP,2.3,1,2023,2023-06
TXN-100923,CUST-2102,2023-10-12,Electronics,Monitor,9.0,298.33,0.16,2255.3747999999996,Cash,Mobile App,East,Premium,2.3,0,2023,2023-10
TXN-108278,CUST-3673,2023-08-20,Books,Business Analytics,6.0,39.48,0.07,220.2984,Credit Card,In-Store,West,VIP,2.2,0,2023,2023-08
TXN-104370,CUST-4454,2024-04-29,Clothing,Winter Jacket,7.0,117.09,0.28,590.1336,Cash,Online,West,New,3.1,0,2024,2024-04
TXN-107885,CUST-3927,2024-03-18,Sports & Outdoors,Cycling Helmet,2.0,61.94,0.01,122.6412,PayPal,Mobile App,East,New,3.3,0,2024,2024-03
TXN-109667,CUST-3557,2024-10-24,Sports & Outdoors,Water Bottle,10.0,26.32,0.03,255.30399999999997,Bank Transfer,Online,North,VIP,3.2,0,2024,2024-10
TXN-107741,CUST-1961,2022-02-27,Electronics,Wireless Headphones,10.0,153.1,0.23,1178.8700000000001,Credit Card,In-Store,West,Premium,1.1,1,2022,2022-02
TXN-101055,CUST-4587,2024-03-09,Beauty & Personal Care,Hair Dryer,2.0,43.99,0.2,70.384,PayPal,In-Store,East,VIP,1.2,0,2024,2024-03
TXN-102998,CUST-1508,2022-09-21,Electronics,Smart Watch,8.0,251.99,0.05,1915.124,Debit Card,Mobile App,North,Regular,3.5,0,2022,2022-09
TXN-107076,CUST-1678,2022-11-06,Home & Kitchen,Cookware Set,8.0,159.77,0.16,1073.6544000000001,Credit Card,Mobile App,South,Premium,2.4,1,2022,2022-11
TXN-106952,CUST-4950,2022-01-08,Clothing,Sunglasses,10.0,37.15,0.14,319.49,Credit Card,Mobile App,North,Regular,3.0,0,2022,2022-01
TXN-109124,CUST-1149,2023-03-18,Automotive,Car Phone Mount,10.0,20.0,0.22,156.0,Credit Card,Online,North,VIP,1.6,0,2023,2023-03
TXN-104366,CUST-4768,2023-11-15,Toys & Games,Play-Doh Kit,1.0,24.19,0.22,18.8682,Bank Transfer,In-Store,North,Regular,3.9,1,2023,2023-11
TXN-101084,CUST-1857,2022-11-25,Books,SQL Mastery,5.0,34.3,0.23,132.055,Bank Transfer,Mobile App,East,New,4.0,0,2022,2022-11
TXN-102180,CUST-4667,2023-02-02,Beauty & Personal Care,Beard Trimmer,5.0,40.71,0.19,164.87550000000002,Credit Card,Mobile App,South,VIP,2.0,1,2023,2023-02
TXN-108544,CUST-4072,2024-09-14,Home & Kitchen,Coffee Maker,4.0,75.08,0.28,216.23039999999997,Bank Transfer,Online,North,Premium,1.0,0,2024,2024-09
TXN-102800,CUST-3406,2024-10-20,Sports & Outdoors,Tennis Racket,10.0,72.9,0.13,634.23,Credit Card,In-Store,North,Premium,3.2,0,2024,2024-10
TXN-106906,CUST-4520,2024-02-11,Toys & Games,Lego Creator Set,4.0,84.29,0.06,316.9304,Credit Card,Online,South,VIP,3.3,1,2024,2024-02
TXN-104179,CUST-2183,2022-04-23,Home & Kitchen,Toaster Oven,3.0,76.71,0.2,184.104,PayPal,Online,East,Premium,3.7,0,2022,2022-04
TXN-102193,CUST-2754,2024-09-22,Electronics,Mechanical Keyboard,10.0,125.97,0.21,995.1630000000001,PayPal,In-Store,North,Regular,1.1,0,2024,2024-09
TXN-108932,CUST-3028,2022-09-09,Electronics,Monitor,2.0,282.49,0.19,457.63380000000006,Bank Transfer,Online,North,Regular,2.7,0,2022,2022-09
TXN-106150,CUST-4362,2024-03-14,Clothing,Hoodie,10.0,45.46,0.23,350.04200000000003,Cash,Mobile App,East,Premium,4.1,0,2024,2024-03
TXN-105975,CUST-2344,2023-07-14,Automotive,USB Car Charger,2.0,15.46,0.17,25.6636,Bank Transfer,Online,Central,New,1.3,0,2023,2023-07
TXN-103810,CUST-1386,2022-10-23,Beauty & Personal Care,Shampoo Set,7.0,22.96,0.14,138.2192,Bank Transfer,Online,East,Premium,1.1,0,2022,2022-10
TXN-104697,CUST-1150,2024-01-14,Beauty & Personal Care,Body Lotion,6.0,18.49,0.1,99.846,PayPal,Mobile App,North,VIP,1.4,0,2024,2024-01
TXN-103231,CUST-1768,2023-10-23,Sports & Outdoors,Jump Rope,1.0,16.22,0.25,12.165,Bank Transfer,Mobile App,South,VIP,3.6,1,2023,2023-10
TXN-108527,CUST-1791,2022-12-01,Beauty & Personal Care,Face Serum,10.0,36.54,0.02,358.092,Bank Transfer,Mobile App,North,Premium,3.3,0,2022,2022-12
TXN-108659,CUST-4609,2023-03-26,Home & Kitchen,Rice Cooker,2.0,41.13,0.22,64.1628,Credit Card,Online,South,Regular,3.5,1,2023,2023-03
TXN-101666,CUST-2509,2024-02-11,Home & Kitchen,Air Fryer,3.0,109.8,0.21,260.226,PayPal,Mobile App,West,Premium,3.4,0,2024,2024-02
TXN-108880,CUST-1337,2022-05-21,Beauty & Personal Care,Sunscreen SPF50,2.0,21.75,0.12,38.28,PayPal,Mobile App,Central,VIP,3.4,0,2022,2022-05
TXN-105969,CUST-4137,2024-06-18,Automotive,Dash Cam,5.0,88.14,0.11,392.223,Debit Card,Online,Central,Premium,4.0,0,2024,2024-06
TXN-105688,CUST-3925,2022-02-27,Home & Kitchen,Coffee Maker,3.0,72.06,0.164,180.72648,Credit Card,Online,Central,VIP,4.8,0,2022,2022-02
TXN-109221,CUST-3999,2022-07-12,Home & Kitchen,Kitchen Knife Set,10.0,87.23,0.17,724.009,Credit Card,Online,North,Regular,3.0,0,2022,2022-07
TXN-108413,CUST-2470,2022-05-11,Clothing,Hoodie,2.0,46.89,0.05,89.091,Credit Card,Mobile App,South,Premium,2.9,0,2022,2022-05
TXN-109587,CUST-3613,2023-11-25,Home & Kitchen,Air Fryer,1.0,109.97,0.29,78.0787,Credit Card,In-Store,East,New,4.2,0,2023,2023-11
TXN-107367,CUST-4485,2023-04-24,Beauty & Personal Care,Beard Trimmer,1.0,48.95,0.2,39.160000000000004,Credit Card,In-Store,Central,Premium,3.8,0,2023,2023-04
TXN-106607,CUST-4822,2023-09-02,Beauty & Personal Care,Lip Balm Pack,4.0,13.96,0.09,50.814400000000006,Credit Card,Mobile App,North,Regular,1.7,0,2023,2023-09
TXN-109989,CUST-4336,2024-07-05,Home & Kitchen,Cookware Set,2.0,161.69,0.3,226.36599999999999,Credit Card,Online,South,Regular,3.4,0,2024,2024-07
TXN-104737,CUST-1495,2022-12-15,Sports & Outdoors,Yoga Mat,3.0,30.65,0.05,87.35249999999999,Cash,Mobile App,Central,Regular,2.6,0,2022,2022-12
TXN-100481,CUST-4430,2022-11-12,Electronics,Bluetooth Speaker,3.0,87.73,0.18,215.81580000000002,PayPal,Online,West,Premium,3.6,0,2022,2022-11
